sport,event,year,n_nations,n_athletes,is_team_event,gold_per_athlete,n_nations_with_gold,total_per_athlete,n_nations_with_medal
Athletics,"Javelin Throw, Women",2012,29,42,False,0.03225806451612903,1,0.03021353930031804,2
Athletics,"Javelin Throw, Women",2016,20,31,False,0.1,1,0.0547008547008547,3
Athletics,"Javelin Throw, Women",2020,20,30,False,0.02,1,0.01716600529100529,3
Athletics,"Long Jump, Men",1964,22,36,False,0.015625,1,0.012871168582375478,3
Athletics,"Long Jump, Men",1968,23,40,False,0.010752688172043012,1,0.020368072787427628,2
Athletics,"Long Jump, Men",1972,33,46,False,0.009900990099009901,1,0.015518967627099789,2
Athletics,"Long Jump, Men",1976,24,32,False,0.010526315789473684,1,0.018723037100949094,2
Athletics,"Long Jump, Men",1980,24,33,False,0.011363636363636364,1,0.016314131413141315,2
Athletics,"Long Jump, Men",1984,24,31,False,0.008130081300813009,1,0.0194160019430383,3
Athletics,"Long Jump, Men",1988,26,38,False,0.00819672131147541,1,0.02459016393442623,1
Athletics,"Long Jump, Men",1992,32,45,False,0.00819672131147541,1,0.02459016393442623,1
Athletics,"Long Jump, Men",1996,38,50,False,0.007874015748031496,1,0.0210319104848736,2
Athletics,"Long Jump, Men",2000,37,52,False,0.030303030303030304,1,0.02019541823463392,3
Athletics,"Long Jump, Men",2004,29,40,False,0.008264462809917356,1,0.016739039081103795,2
Athletics,"Long Jump, Men",2008,34,41,False,0.5,1,0.18657937806873978,3
Athletics,"Long Jump, Men",2012,30,42,False,0.014492753623188406,1,0.014207611641333806,3
Athletics,"Long Jump, Men",2016,22,31,False,0.0078125,1,0.015717385259337312,3
Athletics,"Long Jump, Men",2020,20,31,False,0.05,1,0.08055555555555555,2
Athletics,"Long Jump, Women",1964,20,32,False,0.015625,1,0.018299010217113665,3
Athletics,"Long Jump, Women",1968,21,29,False,0.09090909090909091,1,0.03949886997832203,3
Athletics,"Long Jump, Women",1972,20,34,False,0.011235955056179775,1,0.02953896914571072,3
Athletics,"Long Jump, Women",1976,21,32,False,0.01639344262295082,1,0.013735157566046263,3
Athletics,"Long Jump, Women",1980,12,20,False,0.009900990099009901,1,0.015582808280828083,2
Athletics,"Long Jump, Women",1984,17,23,False,0.1111111111111111,1,0.11672908863920099,2
Athletics,"Long Jump, Women",1988,18,29,False,0.00819672131147541,1,0.012209364620165005,3
Athletics,"Long Jump, Women",1992,21,33,False,0.012345679012345678,1,0.010180800107940364,3
Athletics,"Long Jump, Women",1996,32,46,False,0.03125,1,0.019708005249343834,3
Athletics,"Long Jump, Women",2000,26,40,False,0.015151515151515152,1,0.015053053470484662,3
Athletics,"Long Jump, Women",2004,28,39,False,0.008264462809917356,1,0.024793388429752067,1
Athletics,"Long Jump, Women",2008,31,40,False,0.022222222222222223,1,0.02754346182917612,3
Athletics,"Long Jump, Women",2012,23,31,False,0.008130081300813009,1,0.013284720476070742,2
Athletics,"Long Jump, Women",2016,26,38,False,0.0078125,1,0.049479166666666664,2
Athletics,"Long Jump, Women",2020,21,28,False,0.011111111111111112,1,0.02591571350762527,3
Athletics,"Marathon, Men",1964,34,69,False,0.2,1,0.07685012437810945,3
Athletics,"Marathon, Men",1968,42,81,False,0.09090909090909091,1,0.08400673400673402,3
Athletics,"Marathon, Men",1972,32,65,False,0.009900990099009901,1,0.040015305878413926,3
Athletics,"Marathon, Men",1976,32,63,False,0.01639344262295082,1,0.021318931816487183,3
Athletics,"Marathon, Men",1980,32,65,False,0.011363636363636364,1,0.037391239123912394,3
Athletics,"Marathon, Men",1984,44,88,False,0.07142857142857142,1,0.04716268529883864,3
Athletics,"Marathon, Men",1988,45,85,False,0.024390243902439025,1,0.08460066953610712,3
Athletics,"Marathon, Men",1992,54,94,False,0.09090909090909091,1,0.045170944812521874,3
Athletics,"Marathon, Men",1996,60,103,False,0.045454545454545456,1,0.042511296273266184,3
Athletics,"Marathon, Men",2000,52,85,False,0.041666666666666664,1,0.05555555555555555,2
Athletics,"Marathon, Men",2004,51,93,False,0.02702702702702703,1,0.020772838954657136,3
Athletics,"Marathon, Men",2008,48,87,False,0.02702702702702703,1,0.03417520084186751,3
Athletics,"Marathon, Men",2012,59,97,False,0.09090909090909091,1,0.06926406926406926,2
Athletics,"Marathon, Men",2016,72,147,False,0.020833333333333332,1,0.019072420634920633,3
Athletics,"Marathon, Men",2020,42,102,False,0.02564102564102564,1,0.027793199405067887,3
Athletics,"Marathon, Women",1984,26,48,False,0.008130081300813009,1,0.05216057655082045,3
Athletics,"Marathon, Women",1988,32,60,False,0.034482758620689655,1,0.02854406130268199,3
Athletics,"Marathon, Women",1992,28,44,False,0.01,1,0.03972704714640199,3
Athletics,"Marathon, Women",1996,48,83,False,0.0625,1,0.03485591206179441,3
Athletics,"Marathon, Women",2000,33,51,False,0.024390243902439025,1,0.03188209418326068,3
Athletics,"Marathon, Women",2004,43,78,False,0.025,1,0.02184084244201546,3
Athletics,"Marathon, Women",2008,41,77,False,0.058823529411764705,1,0.033447770020660045,3
Athletics,"Marathon, Women",2012,62,113,False,0.03125,1,0.021789600720013094,3
Athletics,"Marathon, Women",2016,74,151,False,0.020833333333333332,1,0.02757936507936508,3
Athletics,"Marathon, Women",2020,42,86,False,0.02564102564102564,1,0.02954727564102564,2
Athletics,"Pentathlon, Women",1964,16,22,False,0.011494252873563218,1,0.019306752873563218,2
Athletics,"Pentathlon, Women",1968,24,35,False,0.014084507042253521,1,0.04199642298233847,3
Athletics,"Pentathlon, Women",1972,21,33,False,0.0136986301369863,1,0.013286652775831478,3
Athletics,"Pentathlon, Women",1976,13,20,False,0.01639344262295082,1,0.04918032786885246,1
Athletics,"Pentathlon, Women",1980,12,19,False,0.009900990099009901,1,0.0297029702970297,1
Athletics,"Pole Vault, Men",1964,20,32,False,0.011494252873563218,1,0.015455864300859278,2
Athletics,"Pole Vault, Men",1968,17,26,False,0.010752688172043012,1,0.014689321481688588,3
Athletics,"Pole Vault, Men",1972,13,22,False,0.014925373134328358,1,0.01736367666617408,2
Athletics,"Pole Vault, Men",1976,14,28,False,0.021739130434782608,1,0.020856158842428866,3
Athletics,"Pole Vault, Men",1980,10,19,False,0.02,1,0.024950495049504952,2
Athletics,"Pole Vault, Men",1984,13,20,False,0.021739130434782608,1,0.02986921173559562,2
Athletics,"Pole Vault, Men",1988,13,21,False,0.011764705882352941,1,0.03529411764705882,1
Athletics,"Pole Vault, Men",1992,26,35,False,0.01,1,0.01847457627118644,2
Athletics,"Pole Vault, Men",1996,23,37,False,0.0196078431372549,1,0.014333485332117342,3
Athletics,"Pole Vault, Men",2000,22,36,False,0.00847457627118644,1,0.013061732234489193,2
Athletics,"Pole Vault, Men",2004,26,40,False,0.008264462809917356,1,0.02177797632343087,2
Athletics,"Pole Vault, Men",2008,24,37,False,0.024390243902439025,1,0.013890848743823443,3
Athletics,"Pole Vault, Men",2012,23,32,False,0.02127659574468085,1,0.024722804914593947,2
Athletics,"Pole Vault, Men",2016,17,32,False,0.016129032258064516,1,0.015072709334248457,3
Athletics,"Pole Vault, Men",2020,19,30,False,0.047619047619047616,1,0.024766490715783167,3
Athletics,"Pole Vault, Women",2000,20,30,False,0.00847457627118644,1,0.062301982940068674,3
Athletics,"Pole Vault, Women",2004,22,35,False,0.008264462809917356,1,0.018264462809917358,2
Athletics,"Pole Vault, Women",2008,24,36,False,0.009345794392523364,1,0.013314048360777332,2
Athletics,"Pole Vault, Women",2012,25,39,False,0.008130081300813009,1,0.013392830028703694,3
Athletics,"Pole Vault, Women",2016,24,38,False,0.04,1,0.03974702380952381,3
Athletics,"Pole Vault, Women",2020,19,31,False,0.0078125,1,0.04026650432900433,3
Athletics,"Shot Put, Men",1964,15,25,False,0.011494252873563218,1,0.027623285131627734,2
Athletics,"Shot Put, Men",1968,16,22,False,0.010752688172043012,1,0.017602003240536162,2
Athletics,"Shot Put, Men",1972,24,35,False,0.018867924528301886,1,0.014564762587213382,3
Athletics,"Shot Put, Men",1976,17,24,False,0.01639344262295082,1,0.022482435597189696,2
Athletics,"Shot Put, Men",1980,11,16,False,0.009900990099009901,1,0.015582808280828083,2
Athletics,"Shot Put, Men",1984,13,22,False,0.018867924528301886,1,0.017564043564963952,2
Athletics,"Shot Put, Men",1988,17,21,False,0.016666666666666666,1,0.02583165564183683,3
Athletics,"Shot Put, Men",1992,17,26,False,0.00819672131147541,1,0.01319672131147541,2
Athletics,"Shot Put, Men",1996,23,35,False,0.007874015748031496,1,0.01923765211166786,2
Athletics,"Shot Put, Men",2000,27,37,False,0.043478260869565216,1,0.030213706705969047,2
Athletics,"Shot Put, Men",2004,26,39,False,0.008264462809917356,1,0.07507120511743008,3
Athletics,"Shot Put, Men",2008,33,44,False,0.015151515151515152,1,0.018448695868050705,3
Athletics,"Shot Put, Men",2012,32,38,False,0.019230769230769232,1,0.01381511919127859,3
Athletics,"Shot Put, Men",2016,21,29,False,0.0078125,1,0.04352678571428571,2
Athletics,"Shot Put, Men",2020,20,29,False,0.0078125,1,0.046274038461538464,2
Athletics,"Shot Put, Women",1964,12,17,False,0.011494252873563218,1,0.01634862180560205,2
Athletics,"Shot Put, Women",1968,11,15,False,0.019230769230769232,1,0.026080084299262382,2
Athletics,"Shot Put, Women",1972,11,18,False,0.012987012987012988,1,0.02319301759600267,3
Athletics,"Shot Put, Women",1976,8,13,False,0.05263157894736842,1,0.04611528822055138,3
Athletics,"Shot Put, Women",1980,8,14,False,0.011363636363636364,1,0.016314131413141315,2
Athletics,"Shot Put, Women",1984,8,13,False,0.015625,1,0.052662037037037035,3
Athletics,"Shot Put, Women",1988,13,25,False,0.011764705882352941,1,0.017052881758764113,3
Athletics,"Shot Put, Women",1992,11,18,False,0.01,1,0.017549569771791996,3
Athletics,"Shot Put, Women",1996,16,26,False,0.011627906976744186,1,0.01821420428636571,3
Athletics,"Shot Put, Women",2000,18,25,False,0.03225806451612903,1,0.01886129719808323,3
Athletics,"Shot Put, Women",2004,28,38,False,0.029411764705882353,1,0.021116138763197588,2
Athletics,"Shot Put, Women",2008,22,35,False,0.1,1,0.045256449789289756,3
Athletics,"Shot Put, Women",2012,21,32,False,0.125,1,0.0821078431372549,2
Athletics,"Shot Put, Women",2016,24,35,False,0.0078125,1,0.04395755012531328,3
Athletics,"Shot Put, Women",2020,22,32,False,0.02,1,0.03491185897435898,3
Athletics,"Triple Jump, Men",1964,20,33,False,0.027777777777777776,1,0.025383141762452106,2
Athletics,"Triple Jump, Men",1968,25,35,False,0.0136986301369863,1,0.09742335290280496,3
Athletics,"Triple Jump, Men",1972,28,36,False,0.012987012987012988,1,0.12041523981822488,3
Athletics,"Triple Jump, Men",1976,17,24,False,0.014285714285714285,1,0.04530771372876636,3
Athletics,"Triple Jump, Men",1980,16,20,False,0.009900990099009901,1,0.05535553555355536,2
Athletics,"Triple Jump, Men",1984,21,28,False,0.008130081300813009,1,0.013748058828902896,2
Athletics,"Triple Jump, Men",1988,28,40,False,0.045454545454545456,1,0.03449197860962567,2
Athletics,"Triple Jump, Men",1992,26,41,False,0.00819672131147541,1,0.0706967213114754,2
Athletics,"Triple Jump, Men",1996,29,40,False,0.007874015748031496,1,0.013990374771075056,3
Athletics,"Triple Jump, Men",2000,27,40,False,0.0136986301369863,1,0.01772532412220737,3
Athletics,"Triple Jump, Men",2004,36,48,False,0.08333333333333333,1,0.04287827772676258,3
Athletics,"Triple Jump, Men",2008,26,39,False,0.037037037037037035,1,0.03583932190897365,3
Athletics,"Triple Jump, Men",2012,20,26,False,0.008130081300813009,1,0.023281596452328163,2
Athletics,"Triple Jump, Men",2016,33,46,False,0.0078125,1,0.017427884615384616,2
Athletics,"Triple Jump, Men",2020,19,32,False,0.05,1,0.19000000000000003,3
Athletics,"Triple Jump, Women",1996,22,31,False,0.022727272727272728,1,0.02599007982639696,3
Athletics,"Triple Jump, Women",2000,22,27,False,0.045454545454545456,1,0.02438245863322316,3
Athletics,"Triple Jump, Women",2004,24,33,False,0.125,1,0.049712492894311074,3
Athletics,"Triple Jump, Women",2008,26,36,False,0.2,1,0.09130272489734977,3
Athletics,"Triple Jump, Women",2012,24,35,False,0.04,1,0.029332090711401054,3
Athletics,"Triple Jump, Women",2016,24,36,False,0.030303030303030304,1,0.04840328753372231,3
Athletics,"Triple Jump, Women",2020,22,33,False,0.25,1,0.10617283950617284,3
Badminton,"Doubles, Men",1972,8,7,True,,0,,0
Badminton,"Doubles, Men",1988,4,4,True,,0,,0
Badminton,"Doubles, Men",1992,21,25,True,0.08333333333333333,1,0.10096153846153846,4
Badminton,"Doubles, Men",1996,14,17,True,0.05,1,0.12142857142857143,2
Badminton,"Doubles, Men",2000,15,17,True,0.05263157894736842,1,0.10964912280701754,2
Badminton,"Doubles, Men",2004,14,17,True,0.06666666666666667,1,0.10238095238095238,2
Badminton,"Doubles, Men",2008,10,13,True,0.09090909090909091,1,0.07348791559317876,3
Badminton,"Doubles, Men",2012,14,16,True,0.058823529411764705,1,0.08442265795206971,3
Badminton,"Doubles, Men",2016,14,15,True,0.06666666666666667,1,0.10555555555555556,3
Badminton,"Doubles, Men",2020,14,14,True,0.2,1,0.13214285714285715,3
Badminton,"Doubles, Mixed",1972,7,7,True,,0,,0
Badminton,"Doubles, Mixed",1988,4,4,True,,0,,0
Badminton,"Doubles, Mixed",1996,18,20,True,0.058823529411764705,1,0.08382352941176471,2
Badminton,"Doubles, Mixed",2000,14,17,True,0.05555555555555555,1,0.0638401559454191,3
Badminton,"Doubles, Mixed",2004,17,20,True,0.05555555555555555,1,0.0765993265993266,3
Badminton,"Doubles, Mixed",2008,11,14,True,0.07692307692307693,1,0.07348791559317876,3
Badminton,"Doubles, Mixed",2012,14,16,True,0.058823529411764705,1,0.11437908496732026,2
Badminton,"Doubles, Mixed",2016,14,16,True,0.1,1,0.09722222222222222,3
Badminton,"Doubles, Mixed",2020,15,16,True,0.07142857142857142,1,0.10989010989010989,2
Badminton,"Doubles, Women",1988,4,4,True,,0,,0
Badminton,"Doubles, Women",1992,20,22,True,0.08333333333333333,1,0.16025641025641024,2
Badminton,"Doubles, Women",1996,18,21,True,0.05,1,0.07941176470588235,2
Badminton,"Doubles, Women",2000,17,19,True,0.05555555555555555,1,0.16666666666666666,1
Badminton,"Doubles, Women",2004,16,19,True,0.05555555555555555,1,0.08888888888888888,2
Badminton,"Doubles, Women",2008,12,15,True,0.05263157894736842,1,0.09109311740890688,2
Badminton,"Doubles, Women",2012,13,15,True,0.058823529411764705,1,0.10546642899584076,3
Badminton,"Doubles, Women",2016,14,15,True,0.1111111111111111,1,0.10251322751322751,3
Badminton,"Doubles, Women",2020,13,15,True,0.09090909090909091,1,0.08744588744588744,3
Badminton,"Singles, Men",1972,8,8,False,,0,,0
Badminton,"Singles, Men",1988,4,4,False,,0,,0
Badminton,"Singles, Men",1992,32,57,False,0.07692307692307693,1,0.15705128205128205,2
Badminton,"Singles, Men",1996,29,49,False,0.0625,1,0.08511904761904761,3
Badminton,"Singles, Men",2000,22,35,False,0.05555555555555555,1,0.08187134502923976,2
Badminton,"Singles, Men",2004,21,32,False,0.07142857142857142,1,0.10476190476190475,2
Badminton,"Singles, Men",2008,35,41,False,0.05263157894736842,1,0.10818713450292397,2
Badminton,"Singles, Men",2012,33,39,False,0.058823529411764705,1,0.14215686274509803,2
Badminton,"Singles, Men",2016,36,40,False,0.06666666666666667,1,0.10555555555555556,3
Badminton,"Singles, Men",2020,35,40,False,0.1111111111111111,1,0.09114959114959115,3
Badminton,"Singles, Women",1972,7,8,False,,0,,0
Badminton,"Singles, Women",1988,4,4,False,,0,,0
Badminton,"Singles, Women",1992,27,52,False,0.07692307692307693,1,0.1047008547008547,3
Badminton,"Singles, Women",1996,29,48,False,0.058823529411764705,1,0.07941176470588235,2
Badminton,"Singles, Women",2000,23,40,False,0.05555555555555555,1,0.08333333333333333,2
Badminton,"Singles, Women",2004,21,32,False,0.05555555555555555,1,0.18055555555555555,2
Badminton,"Singles, Women",2008,43,47,False,0.05263157894736842,1,0.09808612440191387,2
Badminton,"Singles, Women",2012,42,46,False,0.058823529411764705,1,0.1588235294117647,2
Badminton,"Singles, Women",2016,35,40,False,0.5,1,0.25132275132275134,3
Badminton,"Singles, Women",2020,37,41,False,0.07142857142857142,1,0.17380952380952377,3
Baseball,"Baseball, Men",1964,2,2,True,,0,,0
Baseball,"Baseball, Men",1984,7,7,True,,0,,0
Baseball,"Baseball, Men",1988,8,8,True,,0,,0
Baseball,"Baseball, Men",1992,8,8,True,0.05,1,0.05000000000000001,3
Baseball,"Baseball, Men",1996,7,7,True,0.05,1,0.05000000000000001,3
Baseball,"Baseball, Men",2000,8,8,True,0.041666666666666664,1,0.041666666666666664,3
Baseball,"Baseball, Men",2004,8,8,True,0.041666666666666664,1,0.041666666666666664,3
Baseball,"Baseball, Men",2008,8,8,True,0.041666666666666664,1,0.041666666666666664,3
Baseball,"Baseball, Men",2020,6,6,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Men",1964,16,16,True,0.08333333333333333,1,0.08333333333333333,3
Basketball,"Basketball, Men",1968,16,16,True,0.08333333333333333,1,0.08333333333333333,3
Basketball,"Basketball, Men",1972,16,16,True,0.08333333333333333,1,0.08333333333333333,3
Basketball,"Basketball, Men",1976,12,12,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Men",1980,12,12,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Men",1984,12,12,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Men",1988,11,11,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Men",1992,11,11,True,0.041666666666666664,1,0.06944444444444443,3
Basketball,"Basketball, Men",1996,11,11,True,0.041666666666666664,1,0.06944444444444443,3
Basketball,"Basketball, Men",2000,11,11,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Men",2004,11,11,True,0.08333333333333333,1,0.06944444444444443,3
Basketball,"Basketball, Men",2008,11,11,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Men",2012,12,12,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Men",2016,12,12,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Men",2020,12,12,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",1976,6,6,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Women",1980,6,6,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Women",1984,6,6,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Women",1988,8,8,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",1992,8,8,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",1996,11,11,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",2000,12,12,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Women",2004,12,12,True,0.041666666666666664,1,0.05555555555555555,3
Basketball,"Basketball, Women",2008,11,11,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",2012,11,11,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",2016,12,12,True,0.041666666666666664,1,0.041666666666666664,3
Basketball,"Basketball, Women",2020,12,12,True,0.041666666666666664,1,0.041666666666666664,3
Basque pelota,"Cesta Punta, Doubles, Men",1968,5,5,True,,0,,0
Basque pelota,"Cesta Punta, Doubles, Men",1992,4,4,True,,0,,0
Basque pelota,"Frontenis, Doubles, Men",1968,6,6,True,,0,,0
Basque pelota,"Frontenis, Doubles, Men",1992,4,4,True,,0,,0
Basque pelota,"Frontenis, Doubles, Women",1992,4,4,True,,0,,0
Basque pelota,"Mano, Doubles, Men",1968,3,3,True,,0,,0
Basque pelota,"Mano, Doubles, Men",1992,5,5,True,,0,,0
Basque pelota,"Mano, Singles, Men",1992,4,4,True,,0,,0
Basque pelota,"Pala Corta, Doubles, Men",1992,4,4,True,,0,,0
Basque pelota,"Paleta Cuero, Doubles, Men",1968,5,5,True,,0,,0
Basque pelota,"Paleta Cuero, Doubles, Men",1992,5,5,True,,0,,0
Basque pelota,"Paleta Goma, Doubles, Men",1968,4,4,True,,0,,0
Basque pelota,"Paleta Goma, Doubles, Men",1992,4,4,True,,0,,0
Beach Volleyball,"Beach Volleyball, Men",1996,19,22,True,0.08333333333333333,1,0.16666666666666666,2
Beach Volleyball,"Beach Volleyball, Men",2000,17,20,True,0.125,1,0.125,3
Beach Volleyball,"Beach Volleyball, Men",2004,17,19,True,0.125,1,0.2638888888888889,3
Beach Volleyball,"Beach Volleyball, Men",2008,17,19,True,0.125,1,0.1875,2
Beach Volleyball,"Beach Volleyball, Men",2012,19,22,True,0.125,1,0.16666666666666666,3
Beach Volleyball,"Beach Volleyball, Men",2016,16,19,True,0.125,1,0.13888888888888887,3
Beach Volleyball,"Beach Volleyball, Men",2020,19,20,True,0.5,1,0.3888888888888889,3
Beach Volleyball,"Beach Volleyball, Women",1996,13,15,True,0.125,1,0.20833333333333331,2
Beach Volleyball,"Beach Volleyball, Women",2000,15,17,True,0.1,1,0.175,2
Beach Volleyball,"Beach Volleyball, Women",2004,17,19,True,0.125,1,0.1875,2
Beach Volleyball,"Beach Volleyball, Women",2008,17,19,True,0.125,1,0.22916666666666666,2
Beach Volleyball,"Beach Volleyball, Women",2012,17,19,True,0.125,1,0.1875,2
Beach Volleyball,"Beach Volleyball, Women",2016,17,20,True,0.16666666666666666,1,0.13888888888888887,3
Beach Volleyball,"Beach Volleyball, Women",2020,17,19,True,0.125,1,0.18055555555555555,3
Bowling,"Individual, Men",1988,12,12,False,,0,,0
Bowling,"Individual, Women",1988,12,12,False,,0,,0
Boxing,"Bantamweight, Men",1964,30,30,False,0.1111111111111111,1,0.3590277777777778,4
Boxing,"Bantamweight, Men",1968,38,38,False,0.09090909090909091,1,0.15219155844155843,4
Boxing,"Bantamweight, Men",1972,35,35,False,0.09090909090909091,1,0.10448232323232323,4
Boxing,"Bantamweight, Men",1976,27,27,False,0.3333333333333333,1,0.1645021645021645,4
Boxing,"Bantamweight, Men",1980,27,27,False,0.09090909090909091,1,0.13573232323232326,4
Boxing,"Bantamweight, Men",1984,31,31,False,0.14285714285714285,1,0.14404761904761904,4
Boxing,"Bantamweight, Men",1988,40,40,False,0.08333333333333333,1,0.21022727272727273,4
Boxing,"Bantamweight, Men",1992,29,29,False,0.08333333333333333,1,0.13988095238095238,4
Boxing,"Bantamweight, Men",1996,31,31,False,0.2,1,0.14027777777777778,4
Boxing,"Bantamweight, Men",2000,28,28,False,0.08333333333333333,1,0.08522727272727272,4
Boxing,"Bantamweight, Men",2004,27,27,False,0.09090909090909091,1,0.11994949494949494,4
Boxing,"Bantamweight, Men",2008,27,27,False,0.25,1,0.3375,4
Boxing,"Bantamweight, Men",2012,28,28,False,0.1,1,0.16041666666666665,4
Boxing,"Bantamweight, Men",2016,26,26,False,0.1,1,0.10170454545454546,4
Boxing,"Featherweight, Men",1964,28,28,False,0.1,1,0.11666666666666667,4
Boxing,"Featherweight, Men",1968,31,31,False,0.09090909090909091,1,0.13573232323232323,4
Boxing,"Featherweight, Men",1972,43,43,False,0.09090909090909091,1,0.12540584415584416,4
Boxing,"Featherweight, Men",1976,27,27,False,0.09090909090909091,1,0.16003787878787878,4
Boxing,"Featherweight, Men",1980,28,28,False,0.1,1,0.0931818181818182,4
Boxing,"Featherweight, Men",1984,34,34,False,0.08333333333333333,1,0.1875,4
Boxing,"Featherweight, Men",1988,42,42,False,0.14285714285714285,1,0.21726190476190477,4
Boxing,"Featherweight, Men",1992,28,28,False,0.08333333333333333,1,0.10863095238095237,4
Boxing,"Featherweight, Men",1996,30,30,False,0.16666666666666666,1,0.15416666666666667,4
Boxing,"Featherweight, Men",2000,27,27,False,0.14285714285714285,1,0.12738095238095237,4
Boxing,"Featherweight, Men",2004,28,28,False,0.09090909090909091,1,0.24594155844155843,4
Boxing,"Featherweight, Men",2008,28,28,False,0.14285714285714285,1,0.23849206349206348,4
Boxing,"Featherweight, Men",2020,27,27,False,0.09090909090909091,1,0.16677489177489177,4
Boxing,"Featherweight, Women",2020,18,18,False,0.16666666666666666,1,0.1893939393939394,4
Boxing,"Flyweight, Men",1964,26,26,False,0.1,1,0.1,4
Boxing,"Flyweight, Men",1968,26,26,False,0.09090909090909091,1,0.20170454545454547,4
Boxing,"Flyweight, Men",1972,37,37,False,0.1111111111111111,1,0.10448232323232323,4
Boxing,"Flyweight, Men",1976,26,26,False,0.09090909090909091,1,0.09090909090909091,4
Boxing,"Flyweight, Men",1980,18,18,False,0.09090909090909091,1,0.10894660894660896,4
Boxing,"Flyweight, Men",1984,27,27,False,0.08333333333333333,1,0.1232142857142857,4
Boxing,"Flyweight, Men",1988,38,38,False,0.08333333333333333,1,0.10606060606060606,4
Boxing,"Flyweight, Men",1992,30,30,False,0.16666666666666666,1,0.11458333333333333,4
Boxing,"Flyweight, Men",1996,30,30,False,0.08333333333333333,1,0.1111111111111111,4
Boxing,"Flyweight, Men",2000,27,27,False,0.1111111111111111,1,0.11746933621933622,4
Boxing,"Flyweight, Men",2004,27,27,False,0.09090909090909091,1,0.15467171717171718,4
Boxing,"Flyweight, Men",2008,28,28,False,0.125,1,0.12064393939393939,4
Boxing,"Flyweight, Men",2012,26,26,False,0.125,1,0.16041666666666665,4
Boxing,"Flyweight, Men",2016,25,25,False,0.09090909090909091,1,0.10227272727272728,3
Boxing,"Flyweight, Men",2020,26,26,False,0.09090909090909091,1,0.15467171717171718,4
Boxing,"Flyweight, Women",2012,12,12,False,0.1,1,0.10486111111111111,4
Boxing,"Flyweight, Women",2016,11,11,False,0.08333333333333333,1,0.11856060606060605,4
Boxing,"Flyweight, Women",2020,26,26,False,0.3333333333333333,1,0.22916666666666666,4
Boxing,"Heavyweight, Men",1964,14,14,False,0.1,1,0.1,4
Boxing,"Heavyweight, Men",1968,15,15,False,0.09090909090909091,1,0.09090909090909091,4
Boxing,"Heavyweight, Men",1972,14,14,False,0.09090909090909091,1,0.19823232323232323,4
Boxing,"Heavyweight, Men",1976,17,17,False,0.09090909090909091,1,0.1931818181818182,4
Boxing,"Heavyweight, Men",1980,14,14,False,0.09090909090909091,1,0.09823232323232323,4
Boxing,"Heavyweight, Men",1984,18,18,False,0.08333333333333333,1,0.20654761904761906,4
Boxing,"Heavyweight, Men",1988,18,18,False,0.08333333333333333,1,0.2023809523809524,4
Boxing,"Heavyweight, Men",1992,23,23,False,0.08333333333333333,1,0.18194444444444444,4
Boxing,"Heavyweight, Men",1996,24,24,False,0.08333333333333333,1,0.09564393939393939,4
Boxing,"Heavyweight, Men",2000,16,16,False,0.08333333333333333,1,0.19791666666666669,4
Boxing,"Heavyweight, Men",2004,16,16,False,0.09090909090909091,1,0.3560606060606061,4
Boxing,"Heavyweight, Men",2008,16,16,False,0.09090909090909091,1,0.11717171717171716,4
Boxing,"Heavyweight, Men",2012,15,15,False,0.14285714285714285,1,0.1651785714285714,4
Boxing,"Heavyweight, Men",2016,18,18,False,0.09090909090909091,1,0.0912878787878788,4
Boxing,"Heavyweight, Men",2020,17,17,False,0.14285714285714285,1,0.3441558441558441,4
Boxing,"Light-Flyweight, Men",1968,23,23,False,0.25,1,0.14366883116883117,4
Boxing,"Light-Flyweight, Men",1972,29,29,False,0.14285714285714285,1,0.23849206349206348,4
Boxing,"Light-Flyweight, Men",1976,26,26,False,0.09090909090909091,1,0.18106060606060603,4
Boxing,"Light-Flyweight, Men",1980,20,20,False,0.09090909090909091,1,0.10984848484848486,4
Boxing,"Light-Flyweight, Men",1984,24,24,False,0.08333333333333333,1,0.16765873015873017,4
